title,state,region,source_type,source_url,ingredient_count,step_count,ingredients,instructions
Tomato Pachadi Recipe (Andhra Style),Andhra Pradesh,South,web,https://www.indianhealthyrecipes.com/tomato-pachadi/,16,8,"3.5 red chilies, 2 cups tomatoes, 0.75 tablespoon chana dal, 0.75 tablespoon urad dal, 0.5 teaspoon salt, 0.5 teaspoon cumin seeds, 0.125 teaspoon turmeric, 1 teaspoon oil, 2 cloves garlic, 1 sprig curry leaves, 1 red chili, 1 pinch cumin, 1 pinch mustard, 1 pinch urad dal, 1 pinch hing, 1 pod garlic","1. Heat 1 tsp oil in a pan. Add red chilies, chana dal and urad dal. Roast them until they turn golden & aromatic. Red chilies should turn crisp. If using sesame seeds add them now and toast slightly. 2. Then add cumin & roast just for few seconds. Remove them and set aside to cool. 3. To the same pan, add tomatoes, garlic, salt and turmeric. Fry till the tomatoes turn completely soft and mushy. If needed cover and cook. Set aside to cool. 4. To a grinder add the roasted chilies, lentils and cumin. Powder them fine. 5. Add tomatoes and grind. If you want a traditional pachadi consistency, pulse a few times, scraping the sides. 6. Check the salt and spice now. if needed add more. 7. Add oil to the same pan and heat it. Add mustard cumin, red chili, curry leaves and hing. if you wish you can add a garlic pod too. when the curry leaves turn crisp. Turn off the stove. Add the pachadi to the pan and mix well. 8. Serve tomato pachadi with rice, any Indian breakfasts or bread."
Tomato Pickle Recipe,Andhra Pradesh,South,web,https://www.indianhealthyrecipes.com/andhra-tomato-pickle-nilava-tomato-pachadi/,15,18,"5 grams tomatoes, 0.25 cup red chili powder, 0.25 teaspoon turmeric, 27.5 grams tamarind, 15 grams garlic, 1 teaspoon methi seeds, 1 teaspoon mustard seeds, 1 tablespoon oil, 2 tablespoons salt, 0.29166666666666663 cup oil, 1 sprig curry leaves, 0.625 teaspoon mustard seeds, 5 cloves garlic, 1.5 red chilli, 0.25 teaspoon hing","1. Make sure all your ingredients and cutlery are dry and moist free. Wash tomatoes under running water and leave them aside. 2. Skip this step if using tamarind pulp or want to add the tamarind directly to the pickle. Bring 6 tablespoons water to a rolling boil and add tamarind to it. Turn off the stove and let the tamarind soak in it. 3. On a very low flame, dry roast fenugreek seeds on a low flame till they turn deep golden but not burnt. They must emit a nice aroma. Transfer to a plate and cool. 4. If using mustard add them and dry roast on a low flame just for a minute or until they begin to pop but not burnt. Transfer to a plate and cool. 5. Once cool, powder the seeds to a fine powder together or separately (mustard & fenugreek) . I prefer to do them separately as it is easy to adjust the quantities while using. 6. Heat a heavy bottom pan with 1 tablespoon oil. Add the chopped tomatoes saute for 3 to 4 minutes and then cook covered until soft and mushy. 7. Meanwhile squeeze the soaked tamarind fully with your fingers. You should see most of the pulp in the water and the fibers separated or loosened. 8. When the tomatoes turn mushy and completely soft, place a strainer/colander over the pot and pour the tamarind pulp to it. 9. Using a steel spoon, press down the pulp, so much of the extract goes into the pan. This way pass all of the tamarind to the pan. Discard the fibers and the leftover pulp in the colander/strainer. 10. Cook this mixture until it becomes thick and begins to leave the pan. Turn off the stove. 11. Optional: If you want you may cool this completely and blend to a smooth paste along with garlic in a grinder jar. This step gives you smooth pickle. 12. Add chili powder, salt and turmeric to the tamarind and tomato mixture. Mix all of these until well blended. 13. Heat oil in a pan until hot enough. Turn down the heat to low, add mustard seeds. 14. When you hear the seeds splutter, add broken red chillies, garlic and curry leaves. 15. Let the garlic sizzle and change their color slightly then add hing. Pour this to the tomato pickle. 16. Mix well until the oil incorporates into the tomato pickle. Then continue to cook on a low heat for 5 to 8 mins. 17. Add methi and mustard powder. You may add in batches to see if you require all of the powder we made. I add all of it plus more salt at this stage. Turn off the heat. 18. Cool the tomato pickle completely. Store this in a air tight glass bottle. Keep it at room temperature for 2 to 3 weeks or up to 6 months in the refrigerator."
Tomato Rasam Recipe (Andhra Tomato Charu),Andhra Pradesh,South,web,https://www.indianhealthyrecipes.com/tomato-charu-recipe-tomato-rasam-recipe-andhra-style/,20,18,"1.5 to 2 cups tomatoes - 300 grams chopped, 2.5 to 3 cups water, 1.5 tablespoons ghee, 1 sprig curry leaves, 0.5 teaspoon mustard seeds, 0.75 teaspoon cumin seeds, 1 pinch methi seeds, 1 pinch asafoetida, 1 red chili, 4 cloves garlic, 0.125 teaspoon turmeric, 0.25 cup coriander leaves, 1 tablespoon jaggery, 1 teaspoon tamarind, 1 Kashmiri red chili, 1.5 teaspoon cumin seeds, 0.375 teaspoon black pepper, 0.25 teaspoon methi seeds, 1.5 tablespoons coriander seeds, 1.5 tablespoons chana dal","1. Skip this section if you have ready rasam powder. To make instant powder, on a low heat dry roast chana dal till deep golden & aromatic. 2. Then add coriander seeds, methi seeds, red chili and pepper corn. 3. Dry roast until aromatic. Add cumin seeds to the hot pan and fry till aromatic. 4. Cool them and make a fine powder. Keep this aside. 5. Heat a pot with oil. Add cumin, mustard & methi seeds. 6. When they begin to splutter, add red chili and hing. Add curry leaves and fry for a min. 7. Next add pureed or chopped tomatoes, salt and turmeric. Salt helps to cook tomatoes faster. 8. Fry for about 2 minutes. Cover and cook. Tomatoes should turn mushy and soft. 9. Next add the crushed garlic, tamarind, rasam powder and jaggery. Then mix well. 10. Pour water & bring it to a boil. Then add coriander leaves with tender stalks. Simmer for 3 to 5 mins or until slightly thick. 11. Taste the rasam and add more jaggery, tamarind, salt as needed to suit your taste. 12. I make it sweet, sour and slightly hot. To add more heat sprinkle some crushed pepper. 13. Add few more coriander leaves for fresh flavor. Turn off the stove. Keep the pot covered to retain the flavors. 14. Serve tomato rasam with rice or just serve it as an appetizer in your meal. 15. Place the whole tomatoes or halved in a bowl and cover the bowl. Place it over your rice bowl in your cooker. Pressure cook as you would cook your rice. Later remove the bowl. The skin loosens so you may remove it if you prefer. 16. Mash the tomatoes with a masher. 17. Follow all the instructions as mentioned above for method 1 - tempering, adding rasam powder, tamarind, jaggery and water. Let the water come to a boil and then pour all of the mashed tomatoes along with the liquid. 18. Let simmer for a while, 3 to 4 mins. Add coriander leaves. Serve tomaro rasam with rice."
Tomato Soup Recipe with Fresh Tomatoes,Unclassified,Unclassified,web,https://www.indianhealthyrecipes.com/tomato-soup-recipe/,14,16,"5 grams Tomatoes cubed, 1 tablespoon olive oil, 1 bay leaf, 1 medium onion, 2 garlic, 0.3333333333333333 teaspoon Salt, 1.5 cup water more if needed, 1 tablespoon sugar, 0.75 tablespoon corn starch, 0.5 teaspoon pepper, 0.875 teaspoon herbs, 2 stalks Basil, 2 tablespoon cream, 1 carrot","1. Heat oil in a pan. Add bay leaf, garlic and onions. Saute all of these on a high flame for 3 to 4 mins. 2. Then add in tomatoes and salt. Stir and cook until soft. 3. Next add in basil and cook until tomatoes turn completely mushy. Turn off and cool. 4. Discard the basil & bay leaf. 5. Add the mushy tomato mixture along with the juices to a blender jar. 6. Pour 1 cup water or stock and blend smooth. 7. Place a sieve over a pot & transfer the blended tomato soup to it. 8. Filter and discard the leftovers. Bring it to a boil on a medium heat & simmer for 2 to 3 mins. 9. Meanwhile stir in corn starch in half cup water and add it gradually to the boiling tomato soup. 10. Stir constantly and boil until slightly thick. 11. Add sugar & more salt if desired. Simmer until it reaches a desired consistency. 12. Next add herbs & pepper. Cover the soup & turn off the stove. 13. Allow it to cool down a bit before adding the cream. If you prefer to use cashew nuts, soak them in ¼ cup hot water for 30 minutes. Add them to a small chutney grinder along with the soaked water and puree until you get a thick and smooth cream. If needed add a few tablespoons more water for consistency. Use this to top your tomato soup while serving. 14. Transfer tomato soup to serving bowls. Garnish with herbs & cream. Enjoy with croutons. 15. Spread butter on the bread slices and toast them on a medium heat until crisp. 16. Then cut them to bite sized pieces."
Tomato Thokku Recipe,Andhra Pradesh,South,web,https://www.indianhealthyrecipes.com/tomato-thokku/,15,8,"5 grams ripe tomatoes, 1 tablespoons oil, 0.25 teaspoon mustard seeds, 1 tablespoon Ginger, 2.5 tablespoons Kashmiri red chilli powder, 0.5 teaspoon mustard powder, 0.25 teaspoon roasted methi seeds powder, 0.125 teaspoon turmeric, 0.5 teaspoon salt, 1 tablespoon jaggery, 1.5 tbsp oil, 0.25 teaspoon mustard seeds, 0.5 tablespoon ginger, 1 sprig curry leaves, 1 pinch hing","1. Heat 1 tablespoon oil in a large pan and add ¼ teaspoon mustard seeds and 1 tablespoon fine chopped ginger. Let fry until the ginger turns fragrant without burning. 2. Immediately add chopped tomatoes and salt. Saute on a high heat for 2 to 3 minutes. Cover and cook until the tomatoes have softened completely. 3. Later remove the lid and cook until most of the juices evaporate and tomato mixture turns thick. (Check the stepwise pics in the post for consistency) 4. Stir in jaggery, turmeric, red chilli powder, mustard powder & roasted methi powder. If you don't like the flavors of mustard and methi, skip them. 5. Taste test and add more salt & red chilli powder if you want. Cook the tomato thokku for 2 mins and turn off. 6. In a small pan heat 1 to 2 tablespoons oil. Add mustard seeds and half tablespoon ginger or garlic (optional). Let the ginger turn fragrant, add curry leaves and hing. 7. Pour this over the hot tomato thokku. Give a good stir and cool completely. Store in a glass jar . Tomato thokku tastes best the next day after developing the flavors. 8. Store in the refrigerator for a couple of months, but tastes best for a month. It keeps good at room temperature for 2 days."
Turmeric Latte Recipe,Unclassified,Unclassified,web,https://www.indianhealthyrecipes.com/turmeric-latte/,8,9,"1 cup whole milk, 1.125 teaspoon turmeric, 0.25 teaspoon cardamom, 0.29166666666666663 teaspoon cinnamon, 1.5 pinches black pepper, 0.25 inch ginger, 0.25 teaspoon vanilla extract, 1.25 tablespoons maple syrup","1. To a sauce pan, add ginger (optional), black pepper, cinnamon, cardamom, black pepper and turmeric. 2. Optional step for a stronger flavor: Pour ¼ cup water. Slowly bring it to a boil and simmer for 3 to 4 mins. 3. Pour milk and whisk well. Add maple syrup or sugar and vanilla extract. 4. On a medium flame, heat until the milk begins to steam. Do not boil. When you see the steam coming from the milk, turn off. Remove from heat. Ideally temperature should be 145 to 155 F or 62 to 68 C. 5. You can froth the milk in 3 ways depending on your choice. 6. Froth in the Sauce Pan: Using a hand whisk, begin to whisk the milk until frothy and foamy. To use a electric mixer, start on a low speed and then switch over to medium speed. Make sure your sauce pan is deep enough or use a tall jar, else it can get messy & the milk can spill all over. Leave out the turmeric that settles at the bottom. 7. Froth in a Mason Jar: Strain the warm milk to the jar and secure it tightly with a lid. Shake the jar continuously until you see froth on top. This is a bit of arm work and takes about 5 mins. 8. Using a Milk Frother: Strain the turmeric infused milk into a deep/tall container or jar. Froth the milk as desired. It only takes about 25 to 30 seconds. 9. Serve your Turmeric Latte immediately."
Turmeric Milk Recipe (Haldi Doodh),Andhra Pradesh,South,web,https://www.indianhealthyrecipes.com/turmeric-milk-recipe/,8,3,"1 cup whole milk, 0.875 teaspoon turmeric powder, 0.1875 teaspoon black pepper 1 to 2 pinches for kids, 1 teaspoon sugar, 0.125 teaspoon green cardamom, 0.125 teaspoon cinnammon, 1 pinch dried ground ginger, 1 clove 1 clove ((crushed))","1. Traditional turmeric milk is made by bringing Cow's milk to a boil first. Pour milk to a pot and bring it to a gentle boil. If you want to use all the other optional spices, add them and boil for 2 mins. (read my notes below) 2. Turn off and cool down the milk to a slightly hot temperature. Add ground black pepper (powder) and turmeric. Mix well. 3. Transfer turmeric milk to a cup and consume while still warm. You may filter/strain the milk if you use other whole spices. Add sweetener if required. If using honey add it only when the milk comes down to warm temperature."
Turmeric Rice Recipe (Indian Yellow Rice),Unclassified,Unclassified,web,https://www.indianhealthyrecipes.com/turmeric-rice/,17,16,"1 cups aged basmati rice, 1 tablespoon unsalted butter, 0.5 teaspoon turmeric, 1 teaspoon ginger, 1 teaspoon garlic, 1.5 to 2 cups stock, 0.5 teaspoon salt, 0.375 teaspoon pepper, 1 bay leaf, 0.5 teaspoon cumin seeds, 4 green cardamoms, 4 cloves 4 cloves, 2 inches cinnamon, 1 strand mace, 1 star anise, 0.25 cup coriander leaves, 0.25 cup nuts raisins","1. Rinse rice well a few times. Soak it for at least 15 mins. Drain the rice and set aside. 2. On a medium to low flame, heat butter in a pot. Add ginger garlic and saute for 30 to 60 seconds without burning or browning the garlic. 3. Add all the whole spices or garam masala, pepper and turmeric. 4. Add drained rice and regulate the flame to high. Fry the rice for about 2 mins stirring occasionally. Avoid stirring often as the rice grains will break. 5. Pour the stock or water & add salt. Taste test the water and add more salt as required. Bring the water to a rolling boil. 6. Simmer and cover the pot. Cook on a low heat until the rice is fully cooked. 7. When done fluff up the turmeric rice with a fork and garnish with coriander leaves. Serve with a curry, dal or a raita. 8. Press saute button and add butter to the steel insert of the instant pot. 9. When the butter melts, add all the whole spices and saute for 30 seconds. 10. Saute ginger, garlic, turmeric and pepper for 30 to 60 seconds. 11. Then add the drained rice & fry for a minute. 12. Pour 1¼ stock or water along with salt. Stir and check salt. 13. Press cancel button & secure the instant pot with the lid. Position the steam release handle to sealing. 14. Press pressure cook button (manual in older Ips) & set the timer to 5 minutes. 15. When the instant pot beeps, press cancel and let the pressure release naturally 10 mins. 16. Fluff up the turmeric rice and garnish with coriander leaves."
Turmeric Tea Recipe (Golden Tea with No-Brew Option ),Unclassified,Unclassified,web,https://www.indianhealthyrecipes.com/turmeric-tea/,7,9,"0.375 teaspoon turmeric powder, 0.5 teaspoon ginger, 0.125 teaspoon black pepper, 0.75 teaspoon ghee, 1.25 cup water, 1 teaspoon lemon juice, 1 teaspoon honey","1. You can make turmeric tea either with ground turmeric or with fresh turmeric rhizome, which you will peel to cut down the bitter taste. Slice or chop 1 inch root or use ¼ to ½ teaspoon ground turmeric/ powder. Crush or crack 3 to 4 black pepper corn. Choose your fats – ghee or cold pressed oil like extra virgin coconut oil, olive oil or avocado, depending on your diet. Pepper and ghee help in better absorption. I prefer to use ghee for flavor and fats prevent dehydration. 2. Slice or chop half inch fresh ginger (or use ¼ teaspoon dried ground ginger). I am using lemon juice here but you can also use ¼ orange juice. 3. Mix together 1¼ cup of water, turmeric, black pepper, ginger and fats. If you want you can also add the ghee/oil later just before straining the tea. 4. Mix well. 5. Optionally If you want you can use crushed spices like – 1 cardamom, 1 clove, 1 inch True cinnamon (not cassia), ¼ teaspoon each of cumin, carom seeds and fennel seeds. All these spices work on the digestive and respiratory system. They also help to detox the body. You need to coarsely crush the spices using a mortar pestle before adding to the pot. 6. Bring the mixture to a boil and reduce the heat to medium. Ground turmeric requires only 4 mins, and chopped turmeric requires about 8 mins of boiling. If using spices, you need to boil for 10 mins. 7. Remove from the heat and strain the turmeric tea. 8. Press down the ingredients to extract all of the turmeric goodness. For those who are put off by the idea of drinking nothing but turmeric & spices because of its strong flavor, you are in luck. There are plenty of add-ins that both enhance the taste and the nutritional content of the tea. 9. You may add jaggery or palm jaggery while boiling. Squeeze in some lemon juice for a citrusy flavor and tang. This tea is best served hot or at least warm. You can also stir in organic honey to the warm turmeric tea (not to the hot tea)."
Tutti frutti cake recipe,Andhra Pradesh,South,web,https://www.indianhealthyrecipes.com/eggless-tutti-frutti-cake-recipe/,11,24,"1.5 cups all-purpose flour, 1 tablespoon all-purpose flour, 0.5 cup tutti fruiti, 1.25 teaspoon baking powder, 0.5 teaspoon baking soda, 1 pinch Salt, 0.75 cup sugar, 0.5 cup melted butter, 27 ml milk, 1.25 tablespoon vinegar, 0.875 tablespoon vanilla extract","1. Grease a 8 by 4 inch loaf pan or a 7 to 8 inch cake tray. 2. Dust with flour evenly or line a parchment paper. Set this aside. 3. Preheat the oven to 170 C or 340 F for at least 15 mins. If using an OTG, top and the bottom heating elements must be On. 4. Add tutti frutti to a bowl and sprinkle 1 tbsp flour. 5. Coat them well with flour. Set this aside. 6. Measure milk to a bowl. I warmed up the milk and used. It is good not to use very cold milk. 7. Add lemon juice or vinegar to the milk. Stir well and set aside. 8. Place a sieve over a mixing bowl. 9. Fluff up the flour in the jar with a fork. Spoon it to the measuring cup and level the top with a straight edged knife or spoon. Add it to the sieve. 10. Add baking powder, baking soda and salt to the sieve. 11. Sieve it to the bowl. Sieve the flour again. 12. Make a well in the center & Keep this aside. 13. To the milk bowl, add sugar and vanilla extract. 14. Pour melted butter or oil. Mix everything well until the sugar has dissolved. 15. Pour this to the flour. 16. Gently mix with a spatula or whisk until the flour is just combined well. Do not over mix the batter. 17. The batter will be of ribbon consistency at this stage. 18. Add in the tutti frutti. Gently stir in only a couple of times. Do not over do this as the tutti fruttis will settle down. 19. Pour this to the cake pan. Knock it a few times to the counter. If desired you can sprinkle some more tutti fruttis on top. 20. Brush with milk on top to get a golden top. 21. Bake for 40 to 45 mins if using a 8 by 4 inch loaf pan. 22. A cake tester or skewer inserted comes out clean when it is baked completely. 23. Cool it for 15 mins on a wire rack and then invert it on to the same rack. 24. Cool completely before slicing. Eggless tutti frutti cake is ready to serve."
Vangi Bath Recipe With Homemade Powder,Karnataka,South,web,https://www.indianhealthyrecipes.com/vangi-bath-recipe-brinjal-fried-rice-recipe/,22,12,"2 cups raw rice, 3 tablespoons Oil, 1 onion, 1 green chili, 25 grams brinjals, 0.5 cup green peas, 1.5 tablespoons Lemon juice, 0.625 teaspoon salt, 1 sprig curry leaves, 0.5 teaspoon mustard seeds, 0.5 teaspoon cumin seeds, 1 tablespoon chana dal, 0.5 tablespoon urad dal, 4.5 red chilies, 2 tablespoon Coriander seeds, 1 tablespoon channa dal, 0.5 tablespoon urad dal, 1 teaspoon cumin seeds, 0.375 teaspoon methi seeds, 4 cloves 4 cloves ((laung)), 1 cinnamon stick, 1 tablespoon Dry coconut","1. Add rice to a pot or cooker. Wash it well at least thrice and pour water. 2. Cover and pressure cook for 2 whistles. If using basmati rice then just cook for 1 whistle. (refer notes for details) Do not make the rice mushy. Fluff up the rice and cool this completely. 3. Dry roast coriander seeds until crunchy and aromatic. Transfer them to a plate. 4. On a medium to low heat, toast chana dal, urad dal and red chilies until the dal turns golden & aromatic. Lastly add methi, cumin, cloves, and cinnamon. Saute till the methi seeds turn aromatic. 5. Cool all these completely. Powder them finely in a mixer or grinder. 6. Add ¼ tsp salt to a bowl of water. Wash brinjals, chop & discard the crowns. Dice them and add to the salted water. 7. Pour oil to a hot pan. Add in mustard, cumin, chana dal and urad dal. 8. Fry them until the lentils turn golden. Add the curry leaves, green chilies and onions. Saute till they turn golden or transparent. 9. Add chopped brinjal, green peas if using and sprinkle salt, turmeric. Fry them for 2 to 3 minutes stirring often. Cook covered on a low to medium heat until fork tender. If the pan is too dry, add a splash of water. 10. Add vangi bath powder and saute till it begins to smell good. Stir in the tamarind and a few tablespoons of water if the mixture is too dry. Cook for 1 minute and turn off. 11. Add the cooled rice and squeeze in some lemon juice (if not using tamarind). Mix well to coat the rice with vangi bath masala. Taste test and adjust salt or lemon juice to preference. 12. Garnish with roasted peanuts if you want. Serve vangi bath hot with some papads and yogurt."
Vankaya pachadi (Brinjal chutney),Andhra Pradesh,South,web,https://www.indianhealthyrecipes.com/vankaya-tomato-pachadi-brinjal-tomato-chutney/,16,19,"4 brinjals, 3.5 green chilies, 1 tomato, 0.5 teaspoon cumin, 0.875 teaspoon tamarind paste, 1.5 garlic cloves, 1 pinch turmeric, 0.3333333333333333 teaspoon salt, 1 sprig coriander leaves, 1 pinch mustard, 1 pinch cumin, 1 sprig curry leaves, 1 Pinch urad dal, 1 red chili, 1 tablespoon oil, 1 pinch hing","1. Wash and cut brinjal to cube sizes. Add them to a bowl of salted water to prevent discoloring. Slit and fry chilies in oil. Set aside. You can also fry 1 tsp channa dal and 1.5 tsp urad dal until they turn golden. These are optional but give a nutty taste. 2. Add brinjal and sprinkle salt. 3. Fry until they wilt off and get cooked. You can also cover and cook until tender. 4. Set aside the eggplants to a plate. Fry tomatoes in the same pan. 5. Preferably fry the tomatoes instead of cooking until soft. When the tomatoes turn mushy, add cumin. 6. Cool the ingredients completely. Blend them coarsely along with a garlic and tamarind or lemon juice. An onion chopper gives the best texture to a chutney. 7. Halfway through i prefer to add a small garlic clove. Add more oil to the pan and fry the seasoning ingredients. I prefer to use the same pan used for frying veggies as this lends a nice aroma to the chutney. I did not add curry leaves, but i suggest using them. 8. Switch off the stove and add chutney and coriander leaves to the pan. Stir well. Taste test and add more salt and lemon juice Serve brinjal chutney with rice or phulka. 9. Pour 1½ cups water to a bowl and add ¼ teaspoon salt to it. Rinse and chop brinjals to 1 inch cubes. Keep them immersed until used. 10. Heat a heavy bottom pan with 1 tablespoon oil. 11. Add the slit green chilies & fry for 1 to 2 mins until they blister. Remove them to a plate and set aside. Remove them to the plate. 12. To the same pan, add brinjal pieces, sprinkle salt and fry till for 2 to 3 mins. 13. Cover and cook them until tender. Remove them to the plate. 14. To the same pan, add tomatoes and turmeric. Fry till fully mushy and almost dry. Then add cumin. Do not cover and cook as this doesn't give a good taste to the brinjal chutney. 15. Add green chilies and all the other ingredients along with tamarind or lemon juice to a onion chopper or blender. 16. Run the machine to make a coarse chutney. Taste the chutney and add more salt and tamarind or lemon juice. 17. Heat another small pan with 1 tsp oil. 18. Add mustard, cumin , red chili and dals. When the dals turn golden, add curry leaves and pinch of hing (optional). 19. Off the heat and add the chutney to this. Mix well and garnish brinjal chutney with chopped coriander leaves."
Vazhakkai Fry (Poriyal),Tamil Nadu,South,web,https://www.indianhealthyrecipes.com/vazhakkai-fry/,12,13,"2 raw banana, 2 tbsp oil, 0.5 tsp mustard seeds, 0.5 tsp cumin seeds, 1 tsp urad dal, 1 sprig curry leaves, 1 red chili, 1 pinch asafoetida, 0.875 tbsp sambar powder, 0.5 tsp red chilli powder, 0.125 tsp turmeric, 0.5 tsp salt","1. Wash the raw bananas and chop off both the ends. Peel the skin completely. High amounts of pesticides are used in the cultivation of bananas, so it is good to peel the skin completely unless you are using home-grown produce. 2. Slice the bananas and add them to a pot of water. Slice them evenly and not too thick or too thin. 3. Heat a wide pan with oil. Add mustard, cumin, red chilli and urad dal. You can also omit the dal. 4. When the dal turns golden, throw in the curry leaves and sprinkle hing. 5. Lower the flame and add the turmeric, sambar powder and red chili powder. 6. Mix it well. 7. Drain the banana slices and add them here. 8. Mix well and fry for 2 minutes. Then sprinkle 1 to 2 tbsps of water. Mix well. 9. Cover and cook on a very low to medium flame until the banana slices turn tender/soft. If needed sprinkle more water and then stir and cook covered again. 10. Check if the vazhakkai has cooked properly. 11. Sprinkle salt evenly. 12. I sprinkle another tbsp of water since I use pink salt that is coarse. This way the salt dissolves and coats the banana slices well. I also cover and cook for 2 to 3 mins. Serve vazhakkai fry with rice or variety rice. 13. Raw Banana Fry (A... Banana Curry (Pla... Sambar Powder Rec... Beans Poriyal (Gr... Carrot Poriyal (C... Vendakkai Poriyal..."
